IDNOTA,IDCLIENTE,IDVENDEDOR,IDFORMA,IDPRODUTO,IDFORNECEDOR,IDTEMPO,QUANTIDADE
23650,516,15,22,158,40,74686,1
22333,462,18,23,99,25,74686,1
20655,993,17,9,22,5,74688,3
20655,993,17,9,187,28,74688,4
20655,993,17,9,51,9,74688,2
20655,993,17,9,98,21,74688,2
19577,61,6,21,6,22,74689,1
23338,554,9,24,106,21,74689,1
24199,653,23,16,139,24,74690,3
18951,181,24,21,79,17,74690,3
19101,50,8,26,17,5,74690,4
24199,653,23,16,70,14,74690,2
17573,910,4,4,31,6,74690,1
20106,251,3,4,204,31,74691,3
19342,653,4,9,180,39,74691,2
19488,182,11,6,90,17,74691,2
19342,653,4,9,17,5,74691,1
19342,653,4,9,30,6,74691,2
23721,719,12,20,202,38,74691,3
20106,251,3,4,173,38,74691,5
25186,488,8,6,36,8,74691,3
23721,719,12,20,152,21,74691,3
23109,508,16,25,31,6,74691,1
22724,491,11,23,98,21,74694,3
20033,165,6,24,199,20,74694,4
25030,328,8,25,77,16,74694,1
22489,355,3,5,217,34,74694,2
25030,328,8,25,222,33,74694,1
17344,649,10,6,99,25,74694,5
17255,681,7,23,206,31,74694,1
19036,189,4,15,11,22,74695,2
24568,214,21,23,10,22,74695,1
18722,289,23,8,31,6,74696,1
18722,289,23,8,181,39,74696,3
22890,519,22,12,145,13,74696,1
20256,594,3,19,114,41,74699,2
20256,594,3,19,75,16,74699,2
25200,292,17,16,117,41,74699,1
22418,119,6,10,59,11,74699,1
24582,302,19,6,91,17,74699,1
19113,542,21,7,157,40,74699,1
18949,396,22,20,168,13,74699,1
23352,899,21,18,181,39,74699,2
22191,360,7,16,170,13,74700,3
22880,498,22,12,219,36,74700,3
20343,452,24,14,72,15,74700,4
21111,243,8,18,226,34,74700,1
22191,360,7,16,193,19,74700,2
22880,498,22,12,60,11,74700,4
24039,948,15,10,54,9,74701,3
16566,848,1,16,57,11,74701,5
20272,233,7,8,205,31,74701,3
16566,848,1,16,173,38,74701,4
24039,948,15,10,54,9,74701,2
24039,948,15,10,32,6,74701,4
22728,689,14,9,148,13,74701,4
20037,637,8,1,55,9,74701,1
20181,50,22,17,56,11,74701,3
20181,50,22,17,161,18,74701,4
24039,948,15,10,13,2,74701,3
21652,300,13,5,100,25,74702,1
22965,804,24,18,179,39,74702,1
16880,320,17,10,185,27,74702,1
24505,315,23,22,31,6,74703,4
20953,733,16,9,173,38,74703,1
20953,733,16,9,11,22,74703,3
20953,733,16,9,174,14,74703,4
21579,924,6,6,13,2,74703,2
18793,276,6,19,50,10,74703,4
24341,724,10,11,53,9,74703,1
24505,315,23,22,190,28,74703,2
20953,733,16,9,14,3,74703,2
21107,151,19,22,179,39,74704,1
17411,663,9,13,185,27,74704,1
22736,67,23,24,179,39,74707,2
22736,67,23,24,220,35,74707,2
17946,97,19,6,120,18,74707,1
24114,594,21,12,119,18,74710,4
24114,594,21,12,85,18,74710,3
23040,321,5,9,63,12,74710,2
18718,164,24,17,147,26,74710,4
18027,335,23,22,3,1,74710,2
18714,542,16,8,92,17,74710,3
23040,321,5,9,114,41,74710,2
20497,386,19,18,164,14,74710,1
18882,42,15,17,57,11,74710,4
18408,110,9,20,97,25,74717,1
18031,138,24,24,95,21,74718,2
18031,138,24,24,57,11,74718,3
18031,138,24,24,203,30,74718,2
23267,89,14,21,66,13,74720,2
22641,768,4,16,70,14,74720,4
22641,768,4,16,8,22,74720,2
16568,844,7,19,85,18,74721,3
19715,730,1,3,222,33,74721,5
18335,601,18,10,186,27,74721,1
19715,730,1,3,54,9,74721,5
20720,862,2,17,65,12,74723,5
19269,664,22,6,88,23,74723,5
20720,862,2,17,52,9,74723,4
20720,862,2,17,79,17,74723,2
22657,110,18,16,225,34,74724,4
20811,375,21,20,67,13,74724,4
22657,110,18,16,126,37,74724,2
21342,100,13,4,45,10,74724,2
21342,100,13,4,53,9,74724,5
23429,715,8,22,138,24,74724,5
22657,110,18,16,170,13,74724,4
23873,731,10,14,163,18,74724,5
21342,100,13,4,197,20,74724,4
23429,715,8,22,27,7,74724,2
23737,932,12,4,109,21,74724,1
20811,375,21,20,35,7,74724,4
16793,343,20,25,15,3,74724,1
24645,556,23,3,186,27,74724,2
21117,373,7,7,185,27,74726,3
22029,993,21,17,118,18,74726,5
20797,570,17,1,56,11,74726,1
20341,595,18,14,186,27,74727,3
22414,16,24,7,84,18,74727,3
22957,965,4,23,39,8,74727,3
24351,403,15,25,10,22,74729,2
24351,403,15,25,149,26,74729,1
24351,403,15,25,107,21,74729,5
18337,859,24,22,188,28,74729,1
22649,93,22,6,14,3,74733,2
17103,35,8,19,22,5,74733,2
24181,816,8,12,6,22,74733,4
24181,816,8,12,182,18,74733,1
24181,816,8,12,160,18,74733,2
22649,93,22,6,121,22,74733,2
23427,129,16,21,70,14,74735,1
24108,592,5,26,162,18,74736,2
24108,592,5,26,12,2,74736,3
20503,994,13,20,29,4,74736,1
24108,592,5,26,179,39,74736,1
18112,472,7,7,68,13,74736,2
20503,994,13,20,61,12,74736,3
20503,994,13,20,166,14,74736,4
20503,994,13,20,229,35,74736,4
21502,233,14,4,138,24,74737,1
22412,53,9,17,196,19,74737,1
22568,702,3,11,107,21,74737,1
24584,783,7,15,39,8,74737,3
16404,1,9,17,170,13,74737,1
17721,520,22,16,141,24,74738,1
17948,319,8,3,227,34,74738,1
22351,979,9,6,121,22,74741,2
24426,764,7,3,77,16,74741,2
22343,107,19,2,194,19,74741,5
23719,134,1,17,135,21,74741,1
24426,764,7,3,161,18,74741,3
22343,107,19,2,69,13,74741,5
23107,536,14,4,179,39,74745,2
17022,87,22,5,120,18,74745,1
23261,143,11,26,196,19,74745,1
23340,618,2,8,227,34,74745,1
17020,781,8,9,176,25,74745,1
23107,536,14,4,105,21,74745,3
19964,895,7,16,145,13,74747,2
18487,916,24,14,56,11,74747,5
18487,916,24,14,70,14,74747,4
21873,14,6,12,222,33,74747,1
18487,916,24,14,67,13,74747,4
23565,168,1,11,66,13,74747,2
24570,567,8,5,110,25,74747,1
18487,916,24,14,85,18,74747,2
21873,14,6,12,192,29,74747,4
18795,882,21,10,67,13,74747,1
20501,857,21,6,8,22,74747,1
19964,895,7,16,189,29,74747,3
23028,513,13,18,221,35,74748,5
19032,832,3,13,47,9,74748,2
23194,341,6,5,63,12,74748,1
22112,612,3,3,202,38,74748,1
23964,696,13,22,6,22,74748,1
19729,958,10,14,44,10,74748,1
18945,271,2,23,152,21,74750,5
18945,271,2,23,190,28,74750,5
25198,588,21,7,221,35,74750,2
18497,731,20,4,79,17,74750,4
16955,350,14,9,142,24,74750,1
18497,731,20,4,134,21,74750,2
18177,92,3,25,142,24,74750,3
23806,487,5,26,195,27,74753,2
23806,487,5,26,205,31,74753,4
23806,487,5,26,187,28,74753,4
16406,143,8,5,57,11,74753,3
16406,143,8,5,43,10,74753,2
17105,511,22,15,70,14,74754,4
16724,600,19,1,8,22,74754,5
24813,45,18,21,52,9,74754,5
16724,600,19,1,57,11,74754,3
25115,352,7,4,88,23,74754,1
22493,458,23,10,197,20,74755,1
22347,70,9,11,35,7,74755,5
20651,533,2,4,192,29,74755,1
20345,261,8,3,86,18,74757,2
20724,421,19,15,19,7,74757,2
22803,166,17,22,157,40,74757,3
22803,166,17,22,231,36,74757,4
20724,421,19,15,130,18,74757,2
17496,919,21,18,96,25,74757,1
23257,993,21,13,48,9,74760,2
17723,207,11,21,140,24,74760,2
17338,715,12,2,70,14,74760,1
19652,585,8,15,75,16,74760,1
17723,207,11,21,175,39,74760,5
21810,939,24,21,209,30,74760,4
17723,207,11,21,101,18,74760,2
18258,757,15,19,219,36,74762,1
17030,86,10,12,23,7,74763,4
17030,86,10,12,181,39,74763,3
21573,220,5,18,124,23,74763,4
20578,544,9,3,29,4,74765,2
19340,384,6,18,178,39,74765,2
22811,135,15,8,82,18,74765,1
19340,384,6,18,101,18,74765,4
19340,384,6,18,71,14,74765,4
25346,367,8,20,173,38,74766,1
17340,73,23,20,16,4,74766,1
23198,815,4,15,47,9,74768,1
16951,42,6,21,117,41,74769,4
19565,984,10,7,12,2,74769,4
19565,984,10,7,30,6,74769,3
21796,753,18,16,24,7,74769,1
16562,45,16,20,38,8,74778,3
17867,931,11,20,40,8,74778,4
23802,100,22,11,29,4,74778,1
17257,933,3,3,127,37,74778,1
18102,843,13,14,141,24,74778,1
18331,603,15,2,67,13,74778,1
18799,633,16,16,208,31,74778,1
16562,45,16,20,185,27,74778,3
25269,919,23,16,10,22,74779,3
21960,790,3,7,93,17,74784,2
17253,64,10,9,1,1,74784,1
18262,487,22,24,170,13,74784,5
21733,502,15,3,27,7,74784,5
21733,502,15,3,111,25,74784,5
21733,502,15,3,43,10,74784,3
24892,449,4,17,185,27,74784,2
24051,516,16,26,216,33,74824,2
18519,498,4,11,169,13,74708,2
12736,477,14,7,220,35,74277,3
18519,498,4,11,76,16,74708,1
5883,425,17,7,60,11,73899,3
15425,397,2,14,229,35,74427,5
22371,750,4,14,30,6,74625,3
21972,29,20,23,174,14,74555,3
24977,768,1,5,206,31,74630,3
16349,412,19,10,43,10,74415,5
17901,962,23,16,41,9,74819,4
20363,251,1,18,1,1,74776,4
3877,190,11,7,63,12,73836,3
16819,684,6,19,162,18,74816,3
17656,601,2,19,75,16,74554,2
1326,515,1,8,1,1,73742,3
6491,962,8,24,199,20,73834,2
2416,567,13,11,14,3,73759,3
16505,392,12,26,59,11,74555,1
16580,856,8,13,203,30,74819,1
16584,28,10,25,167,14,74776,1
16588,2,24,16,110,25,74808,1
16657,235,15,16,131,25,74674,1
16896,522,17,12,24,7,74600,1
16963,226,15,4,180,39,74532,1
17364,519,2,12,42,9,74564,1
17435,175,6,11,46,10,74734,1
17579,917,19,4,204,31,74800,1
17808,894,20,26,13,2,74592,1
17887,854,7,22,134,21,74793,1
17897,767,18,4,231,36,74818,1
18116,334,14,21,10,22,74808,1
18122,352,1,9,149,26,74819,1
18428,837,19,4,82,18,74630,1
18436,959,5,17,141,24,74818,1
18513,770,18,25,125,23,74600,1
18596,969,20,21,190,28,74761,1
18659,931,20,26,182,18,74618,1
18667,79,6,3,2,1,74564,1
18817,206,13,25,156,40,74618,1
18967,428,13,10,15,3,74811,1
18973,896,16,2,135,21,74625,1
18977,742,22,5,165,14,74761,1
19125,854,17,4,106,21,74783,1
19198,322,12,2,210,31,74532,1
19352,875,15,10,216,33,74625,1
19751,265,7,14,167,14,74674,1
19891,199,18,13,43,10,74583,1
19972,766,10,10,7,22,74793,1
20059,518,13,16,10,22,74634,1
20213,698,8,6,24,7,74584,1
20896,269,21,3,204,31,74592,1
20902,483,20,8,57,11,74655,1
21127,687,16,9,27,7,74811,1
21368,632,9,9,165,14,74604,1
13885,277,21,6,142,24,74163,1
14191,98,12,11,100,25,74427,1
14738,687,7,10,142,24,74158,1
14823,947,13,1,189,29,74159,1
14892,296,13,9,52,9,74427,1
15285,472,3,18,184,14,74340,1
15512,725,8,23,225,34,74412,1
15514,488,17,15,72,15,74190,1
15745,726,14,17,177,13,74247,1
15824,249,20,26,97,25,74277,1
16043,459,17,22,142,24,74130,1
16199,744,4,13,138,24,74456,1
16276,660,4,1,91,17,74183,1
16351,191,11,25,61,12,74130,1
16424,238,22,11,9,22,74767,1
16426,891,16,26,79,17,74630,1
16434,770,2,14,232,36,74800,1
9725,552,3,3,80,18,74427,2
1871,382,22,3,208,31,73775,3
10647,696,14,16,228,34,74190,5
2341,47,6,2,63,12,74001,4
17664,832,6,11,232,36,74600,4
13808,924,23,2,122,22,74130,2
24598,508,10,21,100,25,74764,3
20821,608,18,2,81,18,74494,2
8582,955,2,2,227,34,74156,4
14207,893,8,10,56,11,74190,3
1326,515,1,8,27,7,73742,3
3034,958,11,12,161,18,73961,3
21822,764,23,20,132,13,74542,2
22521,528,7,23,151,22,74542,5
20675,305,15,14,145,13,74554,4
22371,750,4,14,16,4,74625,3
1409,167,15,8,118,18,73765,2
8037,201,17,15,108,21,74415,2
9354,640,14,3,102,13,74334,5
16900,719,5,24,64,12,74535,2
2959,783,10,24,1,1,73834,5
8430,542,13,1,182,18,74412,2
25289,83,17,2,79,17,74734,3
23354,249,6,8,22,5,74800,5
1113,570,6,14,55,9,74001,1
485,274,3,19,111,25,74019,2
11194,673,7,15,26,6,74146,2
20134,433,3,8,168,13,74643,2
23897,354,4,23,208,31,74655,4
5948,173,18,23,148,13,74016,3
16422,256,8,21,91,17,74793,2
24065,71,21,7,223,33,74532,5
20584,556,18,3,28,7,74542,1
23980,918,3,7,179,39,74764,2
1326,515,1,8,43,10,73742,1
23443,657,17,1,85,18,74535,3
9885,764,9,7,70,14,74159,3
1409,167,15,8,103,13,73765,1
22446,673,20,24,216,33,74751,4
16041,577,13,3,164,14,74466,3
11040,855,19,21,158,40,74251,3
21591,631,15,19,64,12,74647,3
7504,79,16,26,112,41,73775,1
4572,520,8,6,223,33,73836,5
2023,440,2,13,61,12,73959,3
20584,556,18,3,148,13,74542,2
9500,938,4,11,20,4,74130,5
11818,918,4,14,122,22,74456,2
8185,377,21,11,84,18,74427,1
22663,825,8,21,131,25,74555,1
20136,369,24,2,25,5,74808,2
9427,670,18,24,54,9,74268,1
23897,354,4,23,28,7,74655,1
1950,9,19,5,91,17,73879,2
20752,381,6,18,42,9,74491,1
1561,651,9,9,76,16,73887,4
9427,670,18,24,44,10,74268,3
18519,498,4,11,88,23,74708,2
3958,797,22,12,76,16,73926,4
6728,62,11,12,153,22,73845,4
3336,950,7,21,170,13,73894,4
2949,828,16,10,46,10,73765,3
22446,673,20,24,82,18,74751,5
10414,889,22,13,18,6,74375,4
16892,611,20,12,70,14,74767,4
15897,175,22,23,113,41,74466,3
787,840,17,24,5,1,73742,5
6489,575,17,14,113,41,74061,2
10495,95,3,3,80,18,74334,3
18655,658,17,5,118,18,74554,4
4730,560,1,18,117,41,73893,5
5417,441,7,10,137,23,74001,3
3715,445,16,26,229,35,73742,2
2416,567,13,11,11,22,73759,2
23362,235,8,9,128,37,74554,4
8655,476,4,5,20,4,74264,5
3253,673,6,11,89,23,73946,4
2416,567,13,11,151,22,73759,3
2341,47,6,2,138,24,74001,5
402,520,4,10,32,6,73836,4
22217,481,9,10,100,25,74664,4
3034,958,11,12,112,41,73961,3
787,840,17,24,83,18,73742,3
2720,840,1,26,52,9,73986,3
21,888,23,22,2,1,74061,1
175,716,3,15,155,40,74030,1
181,543,23,25,77,16,74029,1
412,399,3,8,117,41,73840,1
570,449,12,8,112,41,73856,1
641,740,10,16,11,22,73759,1
724,382,8,23,51,9,73887,1
793,558,13,11,180,39,73787,1
1103,1000,20,1,219,36,74016,1
1105,569,8,10,189,29,73918,1
1267,352,22,6,26,6,73967,1
1332,131,16,25,121,22,74030,1
1334,694,22,16,114,41,73834,1
1652,429,9,23,103,13,73938,1
1806,137,1,24,193,19,73882,1
1954,887,7,6,178,39,74019,1
2104,419,12,7,75,16,73774,1
2406,904,14,23,122,22,73894,1
2653,181,22,10,208,31,73850,1
2716,79,18,8,9,22,73946,1
2718,756,8,18,209,30,73967,1
2955,469,19,14,40,8,73959,1
3269,313,12,11,101,18,74085,1
3332,741,2,23,4,1,73765,1
3498,451,2,3,221,35,73946,1
4254,830,23,8,42,9,74060,1
4264,993,24,4,80,18,73836,1
4578,98,23,7,121,22,73787,1
4720,169,24,18,74,16,73894,1
4732,642,13,5,181,39,74061,1
5344,759,16,13,81,18,73836,1
5409,905,1,6,202,38,73775,1
5563,98,6,8,149,26,73899,1
5569,94,9,20,36,8,73834,1
5808,146,9,20,78,17,73887,1
6033,776,19,19,13,2,73742,1
6262,952,17,10,232,36,73945,1
6418,83,12,24,145,13,73836,1
6572,583,18,7,62,12,73765,1
6795,356,13,23,134,21,73894,1
7184,642,11,2,93,17,74023,1
7188,457,7,1,94,17,73856,1
7340,719,18,14,53,9,73945,1
7881,456,1,25,167,14,74001,1
8120,290,1,11,233,11,74247,1
8199,33,5,12,214,32,74456,1
8418,950,21,1,120,18,74190,1
8497,73,1,23,131,25,74456,1
8572,318,5,11,153,22,74268,1
8736,942,22,23,2,1,74173,1
9737,58,18,4,105,21,74130,1
9804,56,10,7,203,30,74183,1
9952,921,10,19,29,4,74425,1
9960,951,17,1,13,2,74415,1
10041,588,17,26,199,20,74268,1
10114,421,5,14,87,23,74456,1
10355,538,22,13,170,13,74334,1
10651,123,9,20,220,35,74412,1
10813,47,3,10,187,28,74466,1
11202,943,15,9,65,12,74364,1
11494,103,12,12,197,20,74398,1
11652,698,23,4,61,12,74268,1
12738,668,13,1,28,7,74375,1
13111,19,12,23,219,36,74173,1
13200,871,15,15,207,31,74395,1
13342,477,13,23,176,25,74123,1
13435,799,15,3,173,38,74215,1
13508,766,6,2,72,15,74360,1
12969,883,6,4,33,6,74382,2
1634,162,4,16,7,22,73937,1
13818,945,2,16,230,35,74241,3
24138,379,13,26,154,40,74526,3
23907,839,5,6,200,27,74640,4
9571,306,3,4,64,12,74232,4
22981,559,14,2,186,27,74758,2
10801,18,18,10,110,25,74391,4
9109,784,10,11,142,24,74217,4
11044,990,4,10,94,17,74259,3
15885,630,20,10,72,15,74382,3
14112,948,12,21,41,9,74107,3
24284,688,16,4,225,34,74658,2
2795,597,16,14,213,32,73846,2
23739,496,22,12,115,41,74758,2
7966,928,21,20,9,22,73884,4
2801,233,22,15,56,11,74032,1
11269,636,21,8,2,1,74154,1
1725,755,9,24,174,14,73913,2
5725,970,9,23,181,39,73865,2
8489,272,9,10,97,25,74460,4
19281,922,21,10,131,25,74640,3
6189,344,13,5,166,14,73913,2
14959,216,8,11,206,31,74170,2
1482,403,24,21,233,11,74035,2
10420,88,20,24,2,1,74153,3
9032,818,21,8,169,13,74217,2
2037,149,1,11,100,25,73749,4
23216,731,14,1,27,7,74571,2
5334,841,13,12,24,7,73906,3
21585,313,13,13,147,26,74662,2
23,341,10,1,95,21,73972,1
171,700,9,8,29,4,74032,1
495,321,14,24,173,38,74088,1
803,514,17,25,218,34,73999,1
872,311,2,19,28,7,73865,1
1026,632,20,9,84,18,74052,1
1095,635,2,18,78,17,74076,1
1097,541,21,18,12,2,73909,1
1713,87,1,10,136,23,73972,1
1721,871,22,6,184,14,73972,1
1875,608,4,15,176,25,73965,1
1956,622,18,14,16,4,74052,1
2414,661,6,20,154,40,74091,1
2643,314,21,25,218,34,73823,1
2651,816,17,26,213,32,73865,1
2951,783,2,15,215,33,74079,1
3180,803,21,14,223,33,74091,1
3488,610,8,19,151,22,73823,1
3575,103,7,18,150,16,73928,1
3654,882,7,25,14,3,73973,1
3723,371,18,4,72,15,73954,1
3881,376,9,22,10,22,73962,1
4189,89,8,25,166,14,74064,1
4266,51,24,6,199,20,73884,1
4418,23,10,10,169,13,73866,1
4420,658,11,4,209,30,74091,1
4566,987,18,22,104,13,73962,1
4807,272,8,25,15,3,73937,1
5040,746,3,2,26,6,73937,1
5346,158,23,21,195,27,73909,1
5644,839,14,10,88,23,73978,1
5719,580,24,23,60,11,73943,1
5875,522,10,23,88,23,73962,1
5881,876,11,11,102,13,74052,1
5956,525,23,20,142,24,73871,1
6493,976,3,11,6,22,73754,1
6641,312,2,1,228,34,73913,1
6655,48,21,11,207,31,73954,1
7198,783,5,2,9,22,73866,1
7259,128,24,2,68,13,73871,1
7573,883,13,11,173,38,73814,1
7646,425,17,5,233,11,73937,1
7800,57,3,20,220,35,73903,1
8041,833,19,26,118,18,74115,1
8108,823,3,9,61,12,74129,1
8116,90,15,8,50,10,74153,1
8343,318,8,26,117,41,74362,1
8503,428,23,6,43,10,74240,1
8643,473,21,24,139,24,74114,1
8724,985,21,2,202,38,74203,1
8876,934,18,24,62,12,74170,1
8880,824,21,12,138,24,74176,1
9028,892,7,23,176,25,74446,1
9105,596,4,18,2,1,74441,1
9263,787,15,19,171,13,74373,1
10730,381,11,13,162,18,74352,4
15583,423,19,24,115,41,74213,3
19281,922,21,10,222,33,74640,2
7267,975,1,14,125,23,73911,4
4412,527,16,18,160,18,74088,4
1725,755,9,24,6,22,73913,1
23216,731,14,1,96,25,74571,3
7885,473,10,19,224,34,74091,3
22665,166,1,6,186,27,74573,3
4412,527,16,18,113,41,74088,3
6718,324,20,12,66,13,73884,4
22981,559,14,2,175,39,74758,1
19208,898,22,25,142,24,74752,4
13113,981,22,5,145,13,74300,2
10572,225,5,20,155,40,74111,4
11729,367,6,11,72,15,74232,2
4181,600,18,1,170,13,73923,2
19366,49,24,13,78,17,74616,5
2333,154,4,25,160,18,73972,3
3342,88,2,20,223,33,74088,5
10191,52,17,2,103,13,74145,4
18430,573,1,26,206,31,74537,3
17593,651,19,12,56,11,74658,2
22894,934,17,13,209,30,74731,4
6258,811,13,11,216,33,74098,4
14513,888,6,23,11,22,74181,4
5725,970,9,23,98,21,73865,2
24819,96,11,23,232,36,74616,2
12428,893,21,14,110,25,74362,5
22973,106,5,14,197,20,74473,3
23212,576,19,7,212,32,74571,4
5640,144,23,21,95,21,74079,3
12187,396,8,14,97,25,74292,3
2031,618,10,20,47,9,73872,2
24519,344,2,24,224,34,74586,4
7425,360,19,18,185,27,73903,2
12957,1000,7,5,45,10,74240,2
15131,329,2,16,232,36,74203,5
1796,837,3,12,93,17,73965,3
10191,52,17,2,185,27,74145,3
5964,172,5,18,151,22,73762,1
2570,328,19,4,68,13,73900,3
13190,1000,12,13,47,9,74382,2
8039,679,10,24,73,15,74229,5
8039,679,10,24,98,21,74229,2
1251,970,22,25,231,36,73910,4
3026,311,7,14,158,40,73823,3
19812,653,12,25,11,22,74662,3
22290,670,23,24,68,13,74526,3
876,674,22,4,175,39,73978,3
12434,842,15,16,70,14,74446,5
10185,600,5,17,183,18,74382,3
15131,329,2,16,128,37,74203,1
4795,890,16,15,101,18,73954,2
4497,774,8,3,120,18,74079,2
14124,203,5,7,233,11,74367,4
9648,336,3,8,116,41,74171,3
21050,177,9,1,213,32,74746,4
11427,348,10,19,112,41,74154,4
10201,430,18,6,158,40,74357,3
16669,184,21,12,178,39,74722,4
21050,177,9,1,111,25,74746,2
7569,302,23,11,121,22,73911,5
1790,307,3,10,107,21,73937,5
8104,750,2,18,126,37,74367,3
16669,184,21,12,104,13,74722,2
15885,630,20,10,1,1,74382,5
5113,430,2,26,117,41,73749,2
21050,177,9,1,95,21,74746,3
18594,322,3,12,69,13,74672,3
1494,189,2,23,89,23,74032,2
18355,653,8,12,30,6,74516,4
10116,479,16,7,9,22,74382,1
24047,834,12,22,71,14,74758,5
6643,854,10,10,212,32,73903,3
13048,12,8,4,135,21,74129,4
10116,479,16,7,20,4,74382,4
21056,242,16,13,121,22,74782,3
3346,698,10,11,157,40,73900,4
2037,149,1,11,199,20,73749,2
22286,502,5,8,233,11,74483,4
801,595,13,3,100,25,74021,3
14653,451,4,2,94,17,74213,2
4795,890,16,15,34,7,73954,5
12434,842,15,16,167,14,74446,2
12434,842,15,16,83,18,74446,3
410,667,16,8,77,16,73903,5
17506,884,17,1,168,13,74790,2
17133,743,12,5,125,23,74731,2
12274,178,3,7,157,40,74217,2
6959,453,20,25,147,26,73900,4
1034,223,5,10,107,21,73965,2
21281,573,20,15,20,4,74569,1
21366,640,14,19,116,41,74790,1
21514,450,3,3,175,39,74709,1
21749,556,3,3,233,11,74486,1
21907,105,17,24,232,36,74483,1
22049,988,15,9,20,4,74509,1
22207,432,10,13,21,4,74731,1
22434,920,2,6,217,34,74571,1
22515,445,8,21,204,31,74827,1
22898,45,11,9,17,5,74697,1
22904,86,20,23,10,22,74758,1
22977,364,6,25,180,39,74758,1
23123,208,23,11,93,17,74746,1
23133,625,5,25,147,26,74516,1
23281,770,3,19,202,38,74473,1
23449,350,18,20,182,18,74752,1
23822,22,18,8,231,36,74526,1
24136,470,6,21,100,25,74787,1
24600,400,21,3,210,31,74709,1
24604,709,18,22,164,14,74473,1
24669,571,24,14,8,22,74662,1
24675,581,24,1,79,17,74790,1
24900,680,21,14,37,8,74722,1
24989,92,18,17,48,9,74662,1
25048,250,16,17,186,27,74731,1
7488,150,3,22,54,9,73749,4
18193,202,11,16,185,27,74516,1
21287,464,21,13,138,24,74569,2
3026,311,7,14,67,13,73823,4
9109,784,10,11,44,10,74217,4
12114,953,10,22,44,10,74376,4
1725,755,9,24,21,4,73913,4
15194,647,18,7,89,23,74124,4
2795,597,16,14,53,9,73846,2
3415,364,19,13,148,13,73928,4
6347,136,23,11,181,39,74064,4
21285,149,16,14,215,33,74526,2
14509,786,23,6,41,9,74323,1
9032,818,21,8,88,23,74217,1
2793,315,18,18,128,37,74032,4
14513,888,6,23,215,33,74181,5
24357,484,4,15,139,24,74640,3
25202,341,16,13,62,12,74709,4
9348,72,21,3,77,16,74391,4
18594,322,3,12,35,7,74672,5
6959,453,20,25,103,13,73900,4
19828,511,10,12,184,14,74483,4
22511,862,10,21,74,16,74537,4
6888,378,8,11,159,40,73814,5
16053,863,2,1,30,6,74145,3
19504,431,2,22,187,28,74771,5
2019,5,24,10,8,22,73823,2
12187,396,8,14,37,8,74292,1
20981,203,10,18,69,13,74790,2
18272,237,9,8,229,35,74758,4
22973,106,5,14,137,23,74473,4
13502,937,12,16,128,37,74399,1
1336,401,13,15,43,10,73814,4
416,292,3,24,217,34,74008,1
7488,150,3,22,170,13,73749,2
20898,247,12,25,147,26,74731,4
2408,1000,14,5,16,4,74032,2
6659,934,13,16,125,23,73972,4
5190,32,10,24,211,31,73754,2
23757,406,3,18,13,2,74640,3
6347,136,23,11,168,13,74064,4
18430,573,1,26,133,13,74537,2
4335,398,2,11,43,10,73910,3
19281,922,21,10,122,22,74640,3
4497,774,8,3,73,15,74079,1
12424,119,5,25,98,21,74232,5
4653,494,3,23,13,2,73910,2
24055,744,19,17,138,24,74722,3
25281,791,7,24,159,40,74746,5
870,554,7,19,207,31,73911,4
4412,527,16,18,140,24,74088,5
22973,106,5,14,118,18,74473,4
16118,24,4,18,133,13,74284,2
179,606,23,19,155,40,73900,4
1257,869,15,7,191,19,73814,2
18671,899,21,17,191,19,74790,5
25056,808,6,12,46,10,74732,4
20199,327,14,8,138,24,74752,3
22061,474,14,13,4,1,74529,3
10963,550,8,5,13,2,74252,4
20819,11,11,25,151,22,74586,4
10730,381,11,13,51,9,74352,4
6189,344,13,5,20,4,73913,3
12199,885,2,26,65,12,74119,3
870,554,7,19,193,19,73911,4
1879,54,11,21,73,15,73906,3
6189,344,13,5,142,24,73913,2
6570,47,21,24,90,17,74088,2
5113,430,2,26,56,11,73749,5
11654,85,16,6,14,3,74145,4
8035,708,15,26,159,40,74202,3
8428,976,6,20,61,12,74202,1
8576,872,16,17,74,16,74162,4
11427,348,10,19,187,28,74154,4
14505,163,4,3,74,16,74303,5
19893,859,2,22,114,41,74790,3
17121,674,3,8,29,4,74639,3
12424,119,5,25,125,23,74232,4
19828,511,10,12,220,35,74483,4
21287,464,21,13,167,14,74569,1
13502,937,12,16,40,8,74399,4
2037,149,1,11,91,17,73749,3
12355,190,11,21,122,22,74352,3
4799,97,16,1,13,2,73900,2
2639,970,18,20,80,18,73978,2
10201,430,18,6,149,26,74357,4
4795,890,16,15,51,9,73954,4
1034,223,5,10,11,22,73965,4
10047,246,17,8,232,36,74203,3
6258,811,13,11,190,28,74098,3
14037,552,19,24,81,18,74241,3
252,129,14,6,6,22,73910,1
16807,749,10,20,214,32,74697,3
13048,12,8,4,7,22,74129,4
13419,73,17,8,14,3,74352,2
1413,154,1,5,107,21,73865,2
23593,25,6,23,31,6,74706,2
4497,774,8,3,188,28,74079,4
